Sentimen_Title,text
negatif,kurang distribusi
netral,program makan gizi gratis uji coba daerah
negatif,kurang distribusi
netral,giat makan gizi gratis pagi
netral,program upaya tingkat gizi nasional
negatif,kurang distribusi
negatif,awas sekolah
negatif,kurang distribusi
positif,makan gizi gratis bikin anak semangat sekolah
netral,giat makan gizi gratis pagi
netral,giat makan gizi gratis pagi
negatif,ngeluh laksana program
negatif,awas sekolah
negatif,janji realisasi harap
positif,langkah bagus kurang stunting indonesia
netral,program makan gizi gratis uji coba daerah
negatif,awas sekolah
negatif,kurang distribusi
positif,senang perintah peduli gizi anak anak
negatif,janji realisasi harap
negatif,program makan gizi gratis daerah
negatif,kurang distribusi
negatif,ngeluh laksana program
positif,makan gizi gratis bikin anak semangat sekolah
netral,giat makan gizi gratis pagi
positif,terima kasih program moga lanjut
negatif,janji realisasi harap
netral,perintah luncur program makan gratis
positif,program makan gizi gratis bantu anak sekolah
positif,senang perintah peduli gizi anak anak
negatif,program makan gizi gratis daerah
netral,program upaya tingkat gizi nasional
positif,senang perintah peduli gizi anak anak
positif,terima kasih program moga lanjut
negatif,janji realisasi harap
negatif,kurang distribusi
negatif,program makan gizi gratis daerah
positif,program makan gizi gratis bantu anak sekolah
negatif,program makan gizi gratis daerah
positif,langkah bagus kurang stunting indonesia
netral,giat makan gizi gratis pagi
netral,program makan gizi gratis uji coba daerah
negatif,ngeluh laksana program
netral,program upaya tingkat gizi nasional
netral,sekolah terima program makan gizi gratis
netral,program makan gizi gratis uji coba daerah
negatif,kurang distribusi
netral,sekolah terima program makan gizi gratis
positif,program makan gizi gratis bantu anak sekolah
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
negatif,janji realisasi harap
netral,sekolah terima program makan gizi gratis
netral,giat makan gizi gratis pagi
positif,program makan gizi gratis bantu anak sekolah
positif,langkah bagus kurang stunting indonesia
negatif,kurang distribusi
netral,perintah luncur program makan gratis
netral,perintah luncur program makan gratis
negatif,kurang distribusi
netral,program upaya tingkat gizi nasional
negatif,janji realisasi harap
negatif,ngeluh laksana program
netral,program upaya tingkat gizi nasional
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
positif,terima kasih program moga lanjut
negatif,janji realisasi harap
negatif,awas sekolah
negatif,janji realisasi harap
negatif,ngeluh laksana program
positif,senang perintah peduli gizi anak anak
negatif,ngeluh laksana program
netral,sekolah terima program makan gizi gratis
negatif,ngeluh laksana program
netral,sekolah terima program makan gizi gratis
negatif,program makan gizi gratis daerah
netral,program makan gizi gratis uji coba daerah
netral,giat makan gizi gratis pagi
positif,program makan gizi gratis bantu anak sekolah
negatif,janji realisasi harap
positif,langkah bagus kurang stunting indonesia
negatif,program makan gizi gratis daerah
netral,program makan gizi gratis uji coba daerah
negatif,awas sekolah
negatif,ngeluh laksana program
negatif,program makan gizi gratis daerah
positif,makan gizi gratis bikin anak semangat sekolah
positif,terima kasih program moga lanjut
negatif,janji realisasi harap
negatif,kurang distribusi
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
negatif,awas sekolah
netral,giat makan gizi gratis pagi
positif,senang perintah peduli gizi anak anak
netral,program makan gizi gratis uji coba daerah
negatif,awas sekolah
negatif,ngeluh laksana program
netral,sekolah terima program makan gizi gratis
netral,sekolah terima program makan gizi gratis
positif,program makan gizi gratis bantu anak sekolah
positif,program makan gizi gratis bantu anak sekolah
positif,makan gizi gratis bikin anak semangat sekolah
negatif,ngeluh laksana program
negatif,ngeluh laksana program
netral,perintah luncur program makan gratis
negatif,kurang distribusi
negatif,janji realisasi harap
positif,program makan gizi gratis bantu anak sekolah
netral,sekolah terima program makan gizi gratis
negatif,kurang distribusi
positif,program makan gizi gratis bantu anak sekolah
positif,senang perintah peduli gizi anak anak
netral,program makan gizi gratis uji coba daerah
negatif,awas sekolah
netral,program upaya tingkat gizi nasional
netral,program makan gizi gratis uji coba daerah
negatif,janji realisasi harap
negatif,awas sekolah
positif,makan gizi gratis bikin anak semangat sekolah
netral,program makan gizi gratis uji coba daerah
negatif,program makan gizi gratis daerah
positif,program makan gizi gratis bantu anak sekolah
negatif,program makan gizi gratis daerah
negatif,kurang distribusi
negatif,awas sekolah
netral,program upaya tingkat gizi nasional
positif,makan gizi gratis bikin anak semangat sekolah
negatif,kurang distribusi
negatif,program makan gizi gratis daerah
positif,terima kasih program moga lanjut
negatif,awas sekolah
netral,sekolah terima program makan gizi gratis
negatif,janji realisasi harap
negatif,kurang distribusi
negatif,kurang distribusi
netral,perintah luncur program makan gratis
netral,perintah luncur program makan gratis
negatif,program makan gizi gratis daerah
netral,perintah luncur program makan gratis
netral,sekolah terima program makan gizi gratis
negatif,ngeluh laksana program
negatif,program makan gizi gratis daerah
netral,program makan gizi gratis uji coba daerah
negatif,ngeluh laksana program
positif,terima kasih program moga lanjut
positif,program makan gizi gratis bantu anak sekolah
netral,giat makan gizi gratis pagi
negatif,janji realisasi harap
negatif,awas sekolah
negatif,janji realisasi harap
netral,program makan gizi gratis uji coba daerah
negatif,kurang distribusi
netral,program makan gizi gratis uji coba daerah
positif,langkah bagus kurang stunting indonesia
positif,program makan gizi gratis bantu anak sekolah
netral,perintah luncur program makan gratis
negatif,kurang distribusi
netral,program makan gizi gratis uji coba daerah
negatif,janji realisasi harap
negatif,janji realisasi harap
negatif,janji realisasi harap
negatif,program makan gizi gratis daerah
negatif,kurang distribusi
netral,giat makan gizi gratis pagi
negatif,awas sekolah
positif,makan gizi gratis bikin anak semangat sekolah
netral,program upaya tingkat gizi nasional
negatif,awas sekolah
positif,langkah bagus kurang stunting indonesia
positif,program makan gizi gratis bantu anak sekolah
netral,giat makan gizi gratis pagi
positif,makan gizi gratis bikin anak semangat sekolah
negatif,kurang distribusi
netral,perintah luncur program makan gratis
negatif,awas sekolah
negatif,program makan gizi gratis daerah
negatif,ngeluh laksana program
positif,senang perintah peduli gizi anak anak
negatif,janji realisasi harap
positif,terima kasih program moga lanjut
negatif,program makan gizi gratis daerah
positif,senang perintah peduli gizi anak anak
negatif,program makan gizi gratis daerah
positif,terima kasih program moga lanjut
negatif,awas sekolah
positif,senang perintah peduli gizi anak anak
netral,program makan gizi gratis uji coba daerah
negatif,kurang distribusi
netral,giat makan gizi gratis pagi
negatif,awas sekolah
netral,giat makan gizi gratis pagi
negatif,ngeluh laksana program
positif,makan gizi gratis bikin anak semangat sekolah
netral,sekolah terima program makan gizi gratis
negatif,program makan gizi gratis daerah
positif,program makan gizi gratis bantu anak sekolah
positif,program makan gizi gratis bantu anak sekolah
negatif,awas sekolah
negatif,awas sekolah
negatif,ngeluh laksana program
negatif,awas sekolah
negatif,kurang distribusi
netral,perintah luncur program makan gratis
negatif,awas sekolah
positif,langkah bagus kurang stunting indonesia
netral,perintah luncur program makan gratis
positif,terima kasih program moga lanjut
positif,terima kasih program moga lanjut
netral,sekolah terima program makan gizi gratis
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
positif,terima kasih program moga lanjut
netral,perintah luncur program makan gratis
netral,perintah luncur program makan gratis
negatif,program makan gizi gratis daerah
positif,terima kasih program moga lanjut
negatif,ngeluh laksana program
negatif,ngeluh laksana program
positif,program makan gizi gratis bantu anak sekolah
netral,sekolah terima program makan gizi gratis
negatif,kurang distribusi
negatif,program makan gizi gratis daerah
netral,program upaya tingkat gizi nasional
positif,terima kasih program moga lanjut
negatif,janji realisasi harap
negatif,kurang distribusi
negatif,ngeluh laksana program
negatif,janji realisasi harap
positif,program makan gizi gratis bantu anak sekolah
positif,makan gizi gratis bikin anak semangat sekolah
positif,terima kasih program moga lanjut
positif,terima kasih program moga lanjut
negatif,kurang distribusi
negatif,awas sekolah
netral,sekolah terima program makan gizi gratis
positif,terima kasih program moga lanjut
negatif,kurang distribusi
negatif,kurang distribusi
negatif,program makan gizi gratis daerah
netral,perintah luncur program makan gratis
negatif,program makan gizi gratis daerah
negatif,kurang distribusi
negatif,janji realisasi harap
netral,sekolah terima program makan gizi gratis
positif,senang perintah peduli gizi anak anak
netral,perintah luncur program makan gratis
negatif,program makan gizi gratis daerah
positif,langkah bagus kurang stunting indonesia
positif,terima kasih program moga lanjut
negatif,kurang distribusi
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
negatif,kurang distribusi
netral,program makan gizi gratis uji coba daerah
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
negatif,janji realisasi harap
netral,giat makan gizi gratis pagi
positif,terima kasih program moga lanjut
negatif,ngeluh laksana program
negatif,ngeluh laksana program
negatif,program makan gizi gratis daerah
netral,program upaya tingkat gizi nasional
negatif,kurang distribusi
negatif,program makan gizi gratis daerah
netral,perintah luncur program makan gratis
positif,langkah bagus kurang stunting indonesia
positif,terima kasih program moga lanjut
positif,makan gizi gratis bikin anak semangat sekolah
netral,giat makan gizi gratis pagi
negatif,awas sekolah
negatif,awas sekolah
netral,giat makan gizi gratis pagi
negatif,awas sekolah
negatif,awas sekolah
negatif,kurang distribusi
negatif,program makan gizi gratis daerah
netral,program upaya tingkat gizi nasional
negatif,program makan gizi gratis daerah
negatif,ngeluh laksana program
netral,program makan gizi gratis uji coba daerah
negatif,janji realisasi harap
negatif,ngeluh laksana program
negatif,janji realisasi harap
negatif,awas sekolah
negatif,janji realisasi harap
positif,langkah bagus kurang stunting indonesia
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
negatif,janji realisasi harap
positif,program makan gizi gratis bantu anak sekolah
netral,program makan gizi gratis uji coba daerah
positif,terima kasih program moga lanjut
negatif,kurang distribusi
negatif,janji realisasi harap
positif,terima kasih program moga lanjut
positif,langkah bagus kurang stunting indonesia
negatif,janji realisasi harap
positif,langkah bagus kurang stunting indonesia
positif,makan gizi gratis bikin anak semangat sekolah
negatif,kurang distribusi
netral,program upaya tingkat gizi nasional
negatif,awas sekolah
positif,terima kasih program moga lanjut
negatif,kurang distribusi
negatif,kurang distribusi
netral,giat makan gizi gratis pagi
negatif,awas sekolah
negatif,program makan gizi gratis daerah
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
positif,program makan gizi gratis bantu anak sekolah
negatif,janji realisasi harap
negatif,kurang distribusi
positif,program makan gizi gratis bantu anak sekolah
negatif,awas sekolah
netral,program upaya tingkat gizi nasional
negatif,program makan gizi gratis daerah
negatif,ngeluh laksana program
negatif,ngeluh laksana program
negatif,ngeluh laksana program
positif,makan gizi gratis bikin anak semangat sekolah
positif,makan gizi gratis bikin anak semangat sekolah
netral,program makan gizi gratis uji coba daerah
negatif,kurang distribusi
